id_r,cue,resp_1,resp_2,resp_3,incorrect,gpt-oss:120b
22715,Kampf,WORD,Niederlage,Verletzung,Sieg/Gewinn,Sieg
22828,zitieren,WORD,Einstein,Gandhi,Quotes,Quotes
22833,Konkurrenz,WORD,Ressourcen,Karriere,facilitation,facilitation
22856,sinnvoll,WORD,machbar,logisch,unnsinnig,unsinnig
22936,Tätigkeit,WORD,Beruf,Beschäftigung,Ausfuhrung,Ausführung
23045,Vermittlung,WORD,Arbeitsagentur,Job,Online dating,Online dating
23118,Methoden,WORD,Methodentrainig,Test,wisschenschaftlich Forschung,wissenschaftliche Forschung
23136,lernen,WORD,Schule,Studium,popernen,populären
23196,Bundesrepublik,WORD,Kanzler,Adler,Deutschalnd,Deutschland
23266,gleichzeitig,WORD,parallel,währenddessen,zeitglich,zeitgleich
23314,nötig,WORD,wichtig,wird gebraucht,umbedingt,umbedingt
23669,Argument,WORD,Streit,Durchsetzen,Disskusion,Diskussion
23753,Zukunft,WORD,NA,NA,plannen,planen
23830,Heimat,WORD,Vaterland,Fremde,Deutschlad,Deutschland
23842,untersuchen,WORD,Zahnarzt,Hausarbeit,Dktor,Doktor
23883,Region,WORD,Ostalbkreis,Berge,Baden-Württember,Baden-Württemberg
23903,Weltkrieg,WORD,Ermordung,Waffen,Hitle,Hitler
23904,Lehrer,WORD,haben studiert,Schule,Respektsperson,Respektperson
24076,direkt,WORD,Umweg,unmittelbar,punkt-zu-punkt-verbindung,Punkt-zu-Punkt-Verbindung
24159,freilich,WORD,natürlich,selbstverständlich,aufjedenfall,auf jeden Fall
24161,Dienst,WORD,Arbeit,Zivildienst,dienster,Dienst
24170,treten,WORD,Bein,Festtreten,Fusball,Fußball
24362,Heidelberg,WORD,Bach,Elite-Uni,Unistadt,Unistadt
24513,ständig,WORD,wendig,immer,bändig,ständig
24587,Morgen,WORD,guten Morgen,frisch,stund hat Gold im Mund,Stunde hat Gold im Mund
24612,Angaben,WORD,Bafög,Eltern,Ergebnise,Ergebnisse
24613,Carl,WORD,Vorname,Mann,Baresek,Bären
24761,Köln,WORD,Kölner Dom,Fasching,Jecken,Jecken
24918,Krise,WORD,Geld,Rezession,midlife crisis,midlife crisis
24984,Absicht,WORD,willentlich,absichern,absichslos,absichtlich
25184,Interesse,WORD,Sport,Briefmarken sammeln,Hobbies,Hobbies
25229,Identität,WORD,Mensch,Personalausweis,Jason Bourne,Jason Bourne
25241,gleichzeitig,WORD,arbeiten,NA,mehrer Dinge tun,mehrere Dinge tun
25302,Vorstellung,WORD,Zirkus,Bild,Bwerbungsgespräche,Bewerbungsgespräche
25396,einigen,WORD,debatieren,vertragen,komprmisse,Kompromiss
25706,Verfügung,WORD,Verfügungsgebäude,Bereit,Etw zur Verfügung haben,Etw zur Verfügung haben
25714,Ludwig,WORD,Schloss,See,quatorze,vierzehn
25720,Wilhelm,WORD,Neurotiker,Eitelkeit,Prahler,Prahler
25734,kulturell,WORD,Hohkultur,Kulturressort,culture as the whole way of life,culture as the whole way of life
25786,Vater,WORD,streng,verständnislos,Pater familias,Pater familias
25799,national,WORD,Kultur,international,landestypisch,landestypisch
25895,freilich,WORD,alter Mann,Berge,ja (freilich) in komischem Akzent,ja
25896,Abteilung,WORD,Firma,Zug,bu (japanische Vokabel),部
26039,Wien,WORD,Mitbewohner,NA,Östereich,Österreich
26079,New York,WORD,Amerika,Metropole,Times Square,Times Square
26086,Klaus,WORD,Maus,klau es,Tachen,Taschen
26105,Sowjetunion,WORD,groß,Vergangenheit,gibts nicht mehr,gibt es nicht mehr
26127,grundsätzlich,WORD,prinzipiell,immer,Vorraussetzung,Voraussetzung
26201,Revolution,WORD,Tunesien,Freiheit,Jasmin-Revoltution,Jasmin-Revolution
26232,Vertrag,WORD,Unterschrift,NA,Versaille,Versailles
26292,existieren,WORD,beweise,Wissenschaft,soich bewusst sein,sich bewusst sein
26507,heute,WORD,Aktualität,Brücke zwischen gestern und morgen,Carpe diem,Carpe diem
26513,verlieren,WORD,Tod,Enttäuschung,Tunier,Turnier
26514,handeln,WORD,bewerkstelligen,machen,tuen,tun
26544,Einheit,WORD,gemeinsam,NA,gleliches,gleiches
26565,zusätzlich,WORD,dazu,noch,zuviel,zu viel
26674,Steuerung,WORD,Kybernetik,Kontrolle,Abgleichung,Abgleichung
26722,Verhältnis,WORD,Beziehung,Bezug,Gliebte/r,Geliebte/r
26781,offensichtlich,WORD,erkennen,NA,Ausehen,Aussehen
26858,Energie,WORD,Öl,Wind,georessourcen,Georesourcen
26929,Energie,WORD,Kraft,NA,positive Engergie,positive Energie
26973,Management,WORD,NA,NA,kontrolling,Kontrolling
26975,Überblick,WORD,erhaben,Plan,Weitsicht,Weitsicht
27013,Abgrenzung,WORD,Antisemitismus,Sperrgebiet,Nazionalsozialismus,Nationalsozialismus
27021,Vergangenheit,WORD,früher,Erinnerung,Past tense,Past tense
27030,Management,WORD,gehobene Position,Geld,Schulmanagment,Schulmanagement
27051,Produkt,WORD,Edukt,Multiplikation,hertstellung,Herstellung
27093,Differenz,WORD,Minus,Unterschied,Differtialgleichung,Differentialgleichung
27120,Qualität,WORD,gute Verarbeitung,NA,Gütestandarts,Qualitätsstandards
27144,Uhr,WORD,tickt,Arm,Zeitt,Zeit
27217,Richard,WORD,König,Elektromeister,Weizsack,Weizensack
27221,versuchen,WORD,Probieren,Mut,To try,To try
27286,Status,WORD,NA,Facebook,Status quo,Status quo
27381,Handbuch,WORD,NA,NA,Keine Antwort1,Keine Antwort
27519,online,WORD,Rollenspiel,offline,Emails,E‑Mails
27541,staatlich,WORD,privat,anerkannt,Fachinger,Fach
27588,Untersuchung,WORD,gründlich,genau,Doktor/Arzt,Doktor
27598,Heinrich,WORD,Mann,der Wagen bricht,der Metzgershund,der Metzgerhund
27603,ehemalig,WORD,ehemals,NA,exehemalig,ehemalig
27882,Zeitung,WORD,Zeitschrift,Blattsalat,Käsblatt,Blatt
27977,Bonn,WORD,Hauptstadt,ehemalige,Nordreinwestfahlen,Nordrhein-Westfalen
28015,öffentlich,WORD,NA,NA,keine antort,keine Antwort
28380,Paris,WORD,Baguette,Liebe,EIfelturm,Eiffelturm
28496,Kooperation,WORD,Blockade,Gewinn,Zusammenarbiet,Zusammenarbeit
28499,Anlage,WORD,Erbgut,Veranlagung,Stereoanalage,Stereoanlage
28537,eindeutig,WORD,doppeldeutig,ungenau,unzweiifelhaft,unzweifelhaft
28810,Kaiser,WORD,Krone,Thron,willhelm,Wilhelm
28837,Grad,WORD,Winkel,Bergkamm,Celcius,Celsius
28859,Rudolf,WORD,rote Nase,Lied,Renntier,Rentier
28953,feststellen,WORD,Neu,Wissen,Erkenntniss,Erkenntnis
29058,Gestalt,WORD,NA,NA,Silouette,Silhouette
29072,Bedürfnis,WORD,Reflektion,persönliches,selbsverwirklichung,Selbstverwirklichung
29298,Uhr,WORD,Zeiger,zeit,ticktack,Tick Tack
29355,Heinrich,WORD,Heinrich der Löwe,Mittelalter,Henry the VIII.,Henry the VIII.
29461,führen,WORD,autoritär,bestimmen,Laissez faire,Laissez faire
29632,drei,WORD,eins,vier,Hl. Könige,Hl. Könige
29692,früh,WORD,aufstehen,bäh,igitt,igitt
29710,russisch,WORD,Essen,Wodka,Aleksej,Aleksej
29774,Überblick,WORD,Grafik,Vortrag,Weitsicht,Weitsicht
29781,ergeben,WORD,Niederlage,aufgeben,gottgefällig,gottgefällig
29783,übrig,WORD,verlassen,anders,zuviel,zu viel
29790,Mehrheit,WORD,Demokratie,beruhigend,"viele, Demokratie, beruhigend",viele
29795,Gegenteil,WORD,umgekehrt,Rede,opposite,opposite
29878,offen,WORD,Tür,NA,ergebnisoffen,ergebnisoffen
29901,erwarten,WORD,Wünsche,vermuten,Ergbenisse,Ergebnisse
30224,Leser,WORD,Buch,Spannung,Rezepient,Rezipient
30331,Ausland,WORD,Kanada,weg gehen,Auslandstudium,Auslandstudium
30359,auftreten,WORD,Schauspieler,NA,wütend (auftreten),wütend
30396,Revolution,WORD,Bastille,Freiheit,che guevara,Che Guevara
30407,Unterstützung,WORD,tatkräftig,passiv,Motivatin,Motivation
30419,aktiv,WORD,passiv,handeln,Genus verbi,Aktiv
30429,Dank,WORD,Freundlichkeit,Menschlichkeit,Höfflichkeit,Höflichkeit
30467,gehen,WORD,verlassen,besuchen,Sapziergang,Spaziergang
30469,setzen,WORD,verlassen,besuchen,Sapziergang,Spaziergang
30532,Opfer,WORD,fremdverschuldet,scheinbar,selbstverschuldet,selbstverschuldet
30552,Zustimmung,WORD,dabei,Ok,bejaen,bejahen
30566,Klaus,WORD,dabei,Ok,bejaen,bejahen
30575,General,WORD,Afghanistan,Putzen,Buster Keaton,Buster Keaton
30622,Status,WORD,Facebook,Statuus,Status quo,Status quo
30728,ehemalig,WORD,vergangen,mal gewesen,exehemalig,ehemalig
30745,Größe,WORD,Körper,Zwerg,einsachzig,einundachtzig
30818,Ost,WORD,Asien,West,(Ost)deutschland,Ostdeutschland
30977,Frank,WORD,Vorname,hässlich,Steinmaier,Steinmaier
31001,gering,WORD,wenig,arm,fuegig,flüchtig
31012,Gewinn,WORD,Chance,Wahl,glücklichkeit,Glücklichkeit
31091,notwendig,WORD,ruhe,erforderlich,glücklichkeit,Notwendigkeit
31182,Medium,WORD,Geist,Mittel,"Zeitung, Internet, ...",Zeitung
31321,Grad,WORD,Längengrad,Winkel,Celcius,Celsius
31407,gelten,WORD,korrekt,NA,bestehten,bestehen
31410,Auswahl,WORD,Essen,Konsum,klm-Auswahlregeln,KLM-Auswahlregeln
31419,Rudolf,WORD,Rudi,NA,rednose reindeer,red‑nosed reindeer
31438,Beschreibung,WORD,Anleitung,Anweisung,Beipacktzettel,Beipackzettel
31482,eigentlich,WORD,Besserwisserei,Uneigentlich,Jargon der Eigentlichkeit,Jargon der Eigentlichkeit
31863,Heidelberg,WORD,Advanced Chemistry,alt,US Facilities,US Facilities
31872,russisch,WORD,Moskau,Winter,sabaneev,Sabaneyev
31939,Sinn,WORD,Bedeutung,Leben,Wahrhauftigkeit,Wahrhaftigkeit
31960,russisch,WORD,Muttersprache,schön,Mother Russia,Mother Russia
31972,Ansatz,WORD,vorgehensweiße,Lösungsansatz,nachfärben,nachfärben
32085,Kombination,WORD,Zusammensetzung,Erweiterung,Zusammelstellung,Zusammenstellung
32224,Bedeutung,WORD,Inhalt,Sinn,meaning,meaning
32287,eigentlich,WORD,vermutlich,normalerweise,theroretisch,theoretisch
32292,verhindern,WORD,hamper,Weg,Nilpferd (wegen lat. Vokabel),Nilpferd
32303,Österreich,WORD,Berge,Urlaub,Schluchtenscheißer,Schluchten
32312,Titel,WORD,Doktor,proffessor,Thesen tempramente,Thesen temporär
32402,Erinnerung,WORD,Kindheit,Papa,Mémoire,Mémoire
32638,Gegenteil,WORD,von,NA,opposit,opposite
32647,Franz,WORD,Franziska,Hahn,Französich,Französisch
32751,Weg,WORD,weit,steinig,Xavier Naidoo,Xavier Naidoo
32754,Verwendung,WORD,Bücher,benutzen,gestände,Gegenstände
32780,Rudolf,WORD,Heinz,Kunze,Scharbing,Scharbing
32797,Reihe,WORD,zahlen,filme,biss mormane,Biss
32800,Liste,WORD,einkaufen,zettel,to do,to do
32902,Liste,WORD,Einkaufs,Keien Antwort,Schindlers,Schindlers
32960,New York,WORD,USA,Freiheitsstaatue,Multi kulti,Multikulti
32972,Größe,WORD,BH,Tomaten,Baskettball,Basketball
33140,treffen,WORD,Schuss,Freunde,Balll,Ball
33306,erscheinen,WORD,materialisieren,auftauchen,apparieren,apparieren
33321,Folge,WORD,Konsequenz,NA,Serie (Episode),Serie
33339,England,WORD,Uniion Jack,Queen,Großbritanien,Großbritannien
33449,Konkurrenz,WORD,Sport,Wirtschaft,Wettberwerb,Wettbewerb
33493,natürlich,WORD,klar,nicht,latürnich,natürlich
33682,Ausland,WORD,Export,Reisen,Innland,Inland
33843,historisch,WORD,Spannend,interessant,Geimnisvoll,Geheimnisvoll
33862,Leben,WORD,Liebe,Sorgen,Ansträngend,Ansträngend
33926,Gestaltung,WORD,fantasievoll,schön,Ideenrich,ideenreich
33933,Verfassung,WORD,Politik,NA,Bill of rights,Bill of rights
34171,Wettbewerb,WORD,Marktwirtschaft,gewinnen,Konkurenz,Konkurrenz
34199,sechs,WORD,Sex,zwölfminussechs,zweimaldrei,zweimal drei
34315,Film,WORD,Kino,Schön,Fernsehn,Fernsehen
34335,verfolgen,WORD,jagen,NA,follow'en,follow
34370,Aufbau,WORD,Errichten,Konfiguration,Set up,Set up
34380,Mail,WORD,weltweit,freund,checken,checken
34383,Versuch,WORD,Labor,Chemie,Testq,Test
34384,Persönlichkeit,WORD,NA,NA,sstörung,Störung
34551,Schrift,WORD,Grundschule,Schreibschrift,krakelig,krakelig
34601,kennen,WORD,wissen,erkennen,kennelernen,kennenlernen
34742,vorgehen,WORD,Anführer,Gruppe,hinterhergehen,hinterhergehen
34758,Marketing,WORD,kräftig,Werbung,verführisch,verführerisch
34765,Prinzip,WORD,Fakt,NA,Grundgenommen,grundgenommen
34934,Widerspruch,WORD,contra,Übereinstimmung,Gegentei,Gegenteil
35140,bestätigt,WORD,Entschluss,Ende,entgültig,endgültig
35171,Annahme,WORD,Paket,Theorie,von etw. ausgehen,von etwas ausgehen
35205,Status,WORD,sozialer Status,Statusbericht,Status quo,Status quo
35283,Berücksichtigung,WORD,Toleranz,Bedachtheit,Vorischt,Vorsicht
35296,gestalten,WORD,bunt,ändern,verchönern,verschönern
35312,ernst,WORD,kein Spaß,NA,toternst,tot ernst
35413,folgen,WORD,führen,Konsequenz,hinterhergehen,hinterhergehen
35532,anbieten,WORD,nett,großzügig,höfflich,höflich
35613,Max,WORD,Maximum,Max und Moritz,"Name, Kurzform",Max
35617,Subjekt,WORD,worum es geht,Mittelpunkt,"Prädikat, Objekt",Prädikat
35704,Kap,WORD,Strand,Hoffnung,Tormentoso,Tormentoso
35942,Polizei,WORD,Schlagstock,Tränengas,Grüne Minna,Grüne Mütze
35962,plötzlich,WORD,Schock,Wendung,aufeinmal,auf einmal
35963,Markt,WORD,Gemüse,Stand,Baunermarkt,Baumarkt
35970,Merkmal,WORD,Muttermal,Charakter,Merkmalssemantik,Merkmalsemantik
35996,Rudolf,WORD,Nase,Schlitten,Weinachten,Weihnachten
36017,Gericht,WORD,Richter,Angeklagter,svollzieher,Vollzieher
36158,Service,WORD,Zufriedenheit,Leintuch,Gasttätte,Gaststätte
36168,Hermann,WORD,doppelt,Zuhause,Verwandschaft,Verwandtschaft
36210,Handel,WORD,Free Trade,Geschäft,Handelsplatt,Handelsplatz
36273,Kunst,WORD,Bild,Künstler,Muselum,Museum
36287,aufnehmen,WORD,Film,Last,Viedeo,Video
36322,Dienstleistung,WORD,Gastronomie,Mindestlohn,Pfelege,Pflege
36467,ernst,WORD,böse,lachen,bierernst,bierernst
36480,Mitglied,WORD,Verein,Gruppe,Dazugehörigkeit,Dazugehörigkeit
36500,tatsächlich,WORD,Aha,wirklich,soso,so-so
36508,empirisch,WORD,erheben,Daten,kulturwissenschaftlich,kulturwissenschaftlich
36646,Ausland,WORD,Urlaub,Ferien,"USA, Urlaub, Ferien",USA
36712,Oktober,WORD,Herbst,Blätterverfärbung,Geburstage,Geburtstage
36723,Grad,WORD,Erde,Temperatur,Gradwanderung,Wanderung
36731,Problematik,WORD,merkwürdig,NA,Schwierigkiet,Schwierigkeit
36759,Wahrnehmung,WORD,Eindruck,Empfindung,Einstelleung,Einstellung
36765,Westen,WORD,Auch im Osten trägt man Westen,Westwärts,Im Osten gibt's nicht Neues,Im Osten gibt es nicht Neues
36807,relativ,WORD,absolut,in gewisser Weise,Verhältniss,Verhältnis
36921,lassen,WORD,NA,NA,Faulsein,Faulsein
37211,Diskurs,WORD,Widerspruch,Menschen,Sreit,Streit
37227,Abhängigkeit,WORD,Sucht,Beziehung,schlechthinnige,schlechte
37237,stellen,WORD,etwas übernehmen,keinne Antwort,Manschaft,Mannschaft
37239,Sicherheit,WORD,Gefahr,Bedrohung,Beschützer/Bodyguard,Beschützer
37255,Gesundheit,WORD,rauchen,Depression,Hatschi,Hatschi
37278,Freund,WORD,besonderer Mensch,Vergangenheit,Liebe (freundschaftlich),Liebe (freundschaftlich)
37597,bewegen,WORD,laufen,Bewegung,Fahhrrad,Fahrrad
37645,Prozent,WORD,hundert,Wahl,promill,Promille
37695,Michael,WORD,Erzengel Michael,Abkürzung: Michi,mein bester Freund :),mein bester Freund :)
37838,technisch,WORD,Kabel,Computer,Eletizität,Elektrizität
37850,Spiegel,WORD,Silber,Fensterscheibe,Refektion,Reflexion
38107,leisten,WORD,Erfolg,NA,ehgeiz,Ehrgeiz
38166,folgen,WORD,nachgehen (gedanklich),untersuchen,nachgehen (physisch),nachgehen (physisch)
38182,Fähigkeit,WORD,gut,Machbarkeit,Skill,Skill
38183,Georg,WORD,NA,g. Ratzinger,ehem. Klassenkamerad,ehemaliger Klassenkamerad
38184,Zugang,WORD,Zutritt,wissen,Zugangsberchtigung,Zugangsberechtigung
38286,Ausnahme,WORD,Sonderfall,begünstigt,Regelhaftigkeit,Regelmäßigkeit
38331,Westen,WORD,Cowboys,Lagerfeuer,Marlboroman,Marlboro Man
38379,Abgrenzung,WORD,NA,NA,von anderen :),von anderen
38558,Bild,WORD,malen,Foto,Picture,Picture
38586,Spiel,WORD,Tanz,Freude,Liechtigkeit,Leichtigkeit
38616,heutiger,WORD,Gegenwart,ab jetzt,diesentags,dieser Tag
38722,staatlich,WORD,Bürokratie,Apparat,uuäh,Staat
39035,gelingen,WORD,Erfolg haben,erfolgreich sein,reüssieren,reüssieren
39063,Internet,WORD,E-mail,Informationsbeschaffung,World wide web,World wide web
39079,Einsatz,WORD,Rettungswache,Polizei,GSG 9,GSG 9
39082,klar,WORD,deutlich,präzise,offensichlich,offensichtlich
39128,Friedrich,WORD,Barbarossa,Kaiser,altdeutscher Name,Friedrich
39151,Stuttgart,WORD,Stutengarten,Kelch,schbäbisch,schwäbisch
39205,dritter,WORD,Gewinner,Platz,Medailiie,Medaille
39234,Charakter,WORD,freundlich,nett,sympatisch,sympathisch
39269,Sprache,WORD,Fremdsprache,Linguistik,lerrnen,lernen
39282,Entwurf,WORD,Schmierpapier,überlegen,Maket,Makett
39304,Bestimmung,WORD,Weg,Nutzen,Schiksal,Schicksal
39324,nutzen,WORD,nützlich,Benutzer,keine antort,keine Antwort
39373,Internet,WORD,Wikipedia,Emails,World wide web,World Wide Web
39389,schwer,WORD,hart,leicht,schwierg,schwer
39390,Einrichtung,WORD,gemütlich,Stil,Möblierung,Möblierung
39444,Prinzip,WORD,Moral,NA,Radio Eriwan,Radio Eriwan
39445,Aufklärung,WORD,Hängelampe,Keller,Quelwasser,Quellwasser
39643,Jenseits,WORD,Himmel,über,Dieseits,Diesseits
39860,Ergebnis,WORD,summe,Resultat,excell,Excel
39885,Differenz,WORD,Unterschied,Minus,Mathmatik,Mathematik
39892,denken,WORD,schreiben,sprechen,Think tank,Think tank
39929,sicherlich,WORD,abgesichert,wahrscheinlich,na klar,na klar
40065,Faktor,WORD,Sonnencreme,Zahlen,Mutiplikation,Multiplikation
40122,Polizei,WORD,Feuerwehr,Unfall,tatütata,tatütata
40172,Tradition,WORD,Bayern,Tracht,fanilie,Familie
40191,Studie,WORD,Fragebogen,Zeit,Unimensa,Umfrage
40198,Engagement,WORD,Freiwillig,NA,Entusiasmus,Entusiasmus
40211,Paris,WORD,Eiffelturm,Notre Dame,Je t'aime,Je t'aime
40213,November,WORD,Herbst,Indian Summer,Geburstag,Geburtstag
40341,Ausführung,WORD,eins a,schlecht,qualtität,Qualität
40359,Beurteilung,WORD,Evaluation,einschätzen,Assesment,Assessment
40555,Summe,WORD,Kassenbon,NA,Mathemathik,Mathematik
40571,Hinsicht,WORD,Fernsicht,nahsicht,weitsicht,Weitsicht
40606,Druck,WORD,Papier,Sache,und epa,E-Papier
40632,erforderlich,WORD,fehlt,Bürokratie,brauchts,braucht's
40637,treten,WORD,kicken,stauchen,dappen,tappen
40714,Gemeinde,WORD,Bürgermeister,Gemeinderat,Pfarrrer,Pfarrer
40718,Kunst,WORD,Picasso,Bilder,BK (Schule),Bildende Kunst
40722,Tendenz,WORD,Planung,Zukunft,Vorausschauung,Vorausschauung
40749,Kap,WORD,Arkona,Hoorn,der Guten Haffnung,der guten Hoffnung
40801,Hilfe,WORD,Not,Unterstützung,Gutestun,Gutes tun
40960,weiter,WORD,vorwärts,Leiter,go on,go on
40966,kommen,WORD,hierher,schnell,venir,venir
40989,modern,WORD,Tanzart,Zukunft,Modernballett,Modernballett
40997,strategisch,WORD,logisch,Fuchs,wohlbedacht,wohlbedacht
41002,übrig,WORD,essen,Letzter,left overs,leftovers
41221,Sicht,WORD,Augenlicht,Sichtung,Sichweise,Sichtweise
41298,Lösung,WORD,NA,NA,sfeld,Lösungsfeld
41385,gegenüber,WORD,gleich auf,auf der anderen Seite,vis a vis,vis-à-vis
41397,Krise,WORD,Midlife,Nachrichten,Wärung,Währung
41668,Begriff,WORD,NA,NA,sstutzig,stutzig
41759,Verhältnis,WORD,gefährlich,Büro,Affäire,Affäre
41771,Mensch,WORD,frei,Beziehung,elbstbestimmt,selbstbestimmt
41829,Urteil,WORD,Richter,Anklage,Vorurteill,Vorurteil
41897,möglich,WORD,machbar,erreichbar,possible,possible
41977,Februar,WORD,März,Dezember,Jannuar,Januar
42004,beteiligen,WORD,Bilanzierung,Konzernabschluss,Joint venture,Joint venture
42055,Zentrum,WORD,Mitte,NA,Satdt,Stadt
42340,Gefahr,WORD,gefährlich,Vorsicht,Bedrohunh,Bedrohung
42367,traditionell,WORD,alt,uncool,vs.modern,modern
42381,Jenseits,WORD,Gott,sterben,Dieseits,Diesseits
42406,Großbritannien,WORD,NA,NA,great britain,great britain
42464,fern,WORD,Fernglas,Master Abschluss,Fidschi Inseln,Fidschi-Inseln
42598,Alter,WORD,Reife,Tod,Großelter,Großeltern
42659,Objekt,WORD,NA,NA,Begirde,Gebirge
42735,Rudolf,WORD,weihnachten,Schnee,rehntier,Rentier
42824,klassisch,WORD,schwarzweiß,Rosen,Beethovem,Beethoven
42852,ökonomisch,WORD,rational,NA,gewinnbedacht,gewinnorientiert
42888,Frieden,WORD,weiß,Erde,Krig,Krieg
42892,gehören,WORD,jemandem,mir,swr1,WORD
42906,Psychologie,WORD,Studium,Kinder,Wisschenschaft,Wissenschaft
42924,lernen,WORD,Stoff,Unterricht,Uniersität,Universität
43112,Georg,WORD,Georgien,Glubschaugen,St Georg,St. Georg
43121,Klasse,WORD,Belastung,Burn Out,Schula,Schule
43128,modern,WORD,riechend,alt,neumodig,neumodisch
43191,Jude,WORD,Klagemauer,Siedlungsbau,Jud Süß,Jud Süß
43371,Text,WORD,Vermittlung,Wissen,Infomationen,Informationen
43436,Art,WORD,Tiere,Nische,und weisw,Weise
43445,Ende,WORD,Schluss,Ente,Gelende,Gelände
43459,Diskurs,WORD,ringen,Wettbewerb,auseindersetzung,Auseinandersetzung
43545,Handbuch,WORD,deutsch,Anleitung,Reinhard mey,Reinhard Mey
43554,Beschäftigung,WORD,Arbeit,Kinder,Langeweil,Langeweile
43555,Angaben,WORD,Kategorien,NA,Verortungskriterien,Verortungskriterien
43694,hinsichtlich,WORD,im Bezug auf,zielweisend,der/des...,bezüglich
43827,Begründung,WORD,Konjunktion,Meinung,causal,kausal
43849,Überlegung,WORD,nachdenklich,Idee,verkopft,verkopft
43897,alternativ,WORD,Ökologisch,Umdenken,Fokuhila,Fokuhila
44076,Partner,WORD,Lebenspartnerschaft,Sozietät,in crime,Partner in crime
44079,versuchen,WORD,probieren,machen,have a try,have a try
44081,amerikanisch,WORD,prüde,Gebäck,plüschig,plüschig
44160,Aufnahme,WORD,Prüfung,Familie,down Syndrom,Down-Syndrom
44176,Bund,WORD,leben,ehe,pficht,Pflicht
44193,Entwicklung,WORD,Technik,Evolution,Vortschritt,Fortschritt
44236,Standard,WORD,Norm,NA,Standarde,Standard
44296,Auflage,WORD,Bücher,Liege,wieviele,wie viele
44393,Ziel,WORD,Start,Sieg,Erreichungsgrad,Erreichungsgrad
44421,Ding,WORD,NA,NA,((ich muss lächeln)),((ich muss lächeln))
44547,ausführlich,WORD,klar,geschrieben,grümdlich,gründlich
44559,bestehen,WORD,NA,NA,durchfaleb,durchfallen
44792,Bedeutung,WORD,verstehen,begreifen,meaning,meaning
44794,Anhang,WORD,Drüse,Hang,e-MAil,E-Mail
44797,Bonn,WORD,Berlin,Kohl,ehem. Hauptstadt,ehemalige Hauptstadt
44924,sozial,WORD,hilfsbereit,nett,assozial,asozial
44948,Thomas,WORD,Mann,Münzer,von aqien,von Aquin
45020,Münster,WORD,arrogant,Hassliebe,versnobbt,verschnobt
45099,Herstellung,WORD,Auto,Entwicklung,Bauem,Bau
45137,aktuell,WORD,in,heute,brandheiss,brandheiß
45188,versuchen,WORD,NA,NA,Carpe diem,Carpe diem
45263,erforderlich,WORD,ärgerlich,nein,unötig,unnötig
45270,Diskussion,WORD,Gespräch,Gerede,Klaaf,Klatsch
45280,Verteilung,WORD,Rationen,Kommunikation,Divide et impera,Divide et impera
45297,Kontext,WORD,historisch,reißen,drumrum,drumrum
45317,Umfang,WORD,Kreis,groß,r2*pi,2πr
45422,Arbeit,WORD,Freizeit,Krankenhaus,ganztags,ganztags
45462,Kunde,WORD,teuer,laden,customer,customer
45483,bleiben,WORD,Asyl,Fleck,persistieren,persistieren
45612,Vergleich,WORD,Survey,synonym,comparison,comparison
45747,Entwicklung,WORD,Medikamentenforschung,Geist,Erwachsenwerden,Erwachsenwerden
